responsibility,purity,boundary,lifecycle,base_hadron,quark_parent,touchpoints,is_impossible,impossible_reason,visual_3d,emergence_rarity_2025,continente_cor,particula_fundamental,hadron_subtipo,forma_3d_base_variacao,exemplo_real_linguagem_neutro,regra_detecao
Create,Impure,Application,Scoped,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Create,Impure,Application,Transient,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Create,Impure,Infrastructure,Singleton,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Create,Impure,Infrastructure,Scoped,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Create,Impure,Infrastructure,Transient,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Create,Idempotent,Domain,Singleton,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Create,Idempotent,Domain,Scoped,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Create,Idempotent,Domain,Transient,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Create,Idempotent,Application,Singleton,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Create,Idempotent,Application,Scoped,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Create,Idempotent,Application,Transient,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Create,Idempotent,Infrastructure,Singleton,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Create,Idempotent,Infrastructure,Scoped,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Create,Idempotent,Infrastructure,Transient,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Create,ExternalIO,Domain,Singleton,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Create,ExternalIO,Domain,Scoped,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Create,ExternalIO,Domain,Transient,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Create,ExternalIO,Application,Singleton,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Create,ExternalIO,Application,Scoped,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Create,ExternalIO,Application,Transient,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Create,ExternalIO,Infrastructure,Singleton,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Create,ExternalIO,Infrastructure,Scoped,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Create,ExternalIO,Infrastructure,Transient,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,Pure,Domain,Singleton,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,Pure,Domain,Scoped,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,Pure,Domain,Transient,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,Pure,Application,Singleton,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,Pure,Application,Scoped,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,Pure,Application,Transient,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,Pure,Infrastructure,Singleton,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,Pure,Infrastructure,Scoped,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,Pure,Infrastructure,Transient,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,Impure,Domain,Singleton,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,Impure,Domain,Scoped,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,Impure,Domain,Transient,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,Impure,Application,Singleton,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,Impure,Application,Scoped,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,Impure,Application,Transient,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,Impure,Infrastructure,Singleton,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,Impure,Infrastructure,Scoped,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,Impure,Infrastructure,Transient,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,Idempotent,Domain,Singleton,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,Idempotent,Domain,Scoped,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,Idempotent,Domain,Transient,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,Idempotent,Application,Singleton,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,Idempotent,Application,Scoped,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,Idempotent,Application,Transient,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,Idempotent,Infrastructure,Singleton,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,Idempotent,Infrastructure,Scoped,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,Idempotent,Infrastructure,Transient,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,ExternalIO,Domain,Singleton,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,ExternalIO,Domain,Scoped,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,ExternalIO,Domain,Transient,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,ExternalIO,Application,Singleton,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,ExternalIO,Application,Scoped,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,ExternalIO,Application,Transient,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,ExternalIO,Infrastructure,Singleton,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,ExternalIO,Infrastructure,Scoped,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Read,ExternalIO,Infrastructure,Transient,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Update,Pure,Domain,Singleton,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Update,Pure,Domain,Scoped,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Update,Pure,Domain,Transient,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Update,Pure,Application,Singleton,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Update,Pure,Application,Scoped,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Update,Pure,Application,Transient,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Update,Pure,Infrastructure,Singleton,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Update,Pure,Infrastructure,Scoped,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Update,Pure,Infrastructure,Transient,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Update,Impure,Domain,Singleton,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Update,Impure,Domain,Scoped,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Update,Impure,Domain,Transient,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Update,Impure,Application,Singleton,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Update,Impure,Application,Scoped,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Update,Impure,Application,Transient,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Update,Impure,Infrastructure,Singleton,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Update,Impure,Infrastructure,Scoped,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Update,Impure,Infrastructure,Transient,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Update,Idempotent,Domain,Singleton,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
Update,Idempotent,Domain,Scoped,GuardClause,Control Structures,"mutation,deterministic",False,,octahedron_crystalline+dynamic,25.0%,Logic & Flow,Control Structures,GuardClause,octahedron + glow,if (!user) throw,early return + error
